title,author,added_date,filename,opf_title,opf_creator,opf_language,opf_source,opf_publisher,opf_identifier
闇堕ちラスボス令嬢の幼馴染に転生した。俺が死んだらバッドエンド確定なので最強になったけど、もう闇堕ち【ヤンデレ化】してませんか？（ブレイブ文庫）２,オーミヤビ,2025-10-29, 闇堕ちラスボス令嬢の幼馴染に転生した俺が死んだらバッドエンド確定なので最強になったけどもう闇堕ちヤンデレ化してませんかブレイブ文庫２ .epub,闇堕ちラスボス令嬢の幼馴染に転生した。俺が死んだらバッドエンド確定なので最強になったけど、もう闇堕ち【ヤンデレ化】してませんか？（ブレイブ文庫）２,オーミヤビ,zh-CN,,株式会社一二三書房,urn:uuid:6ddc8c87-faef-42bc-beab-f8b8ec04a7e1
闇夜の王～異世界物語は傍若無人に～(オルギスノベル)1,ＲＩＰ,2025-07-26, 闇夜の王～異世界物語は傍若無人に～オルギスノベル1 .epub,闇夜の王～異世界物語は傍若無人に～(オルギスノベル)1,ＲＩＰ,ja,,株式会社一二三書房,B07F1N8F63
陰の実力者になりたくて！ ０７,逢沢 大介,2026-04-09, 陰の実力者になりたくて ０７ .epub,陰の実力者になりたくて！ ０７,逢沢 大介,zh-CN,,株式会社ＫＡＤＯＫＡＷＡ,2eba4fc1-e064-48b0-9217-e6bfb68342d5
陰キャだった俺の青春リベンジ７ 天使すぎるあの娘と歩むReライフ【電子特別版】,慶野　由志,2025-11-24, 陰キャだった俺の青春リベンジ７　天使すぎるあの娘と歩むReライフ電子特別版 .epub,陰キャだった俺の青春リベンジ７ 天使すぎるあの娘と歩むReライフ【電子特別版】,慶野 由志,ja,,株式会社ＫＡＤＯＫＡＷＡ,04115746A19861300000
陸上女子、疾走無惨,舞条 弦,2025-11-09, 陸上女子疾走無惨 .epub,陸上女子、疾走無惨,舞条 弦,zh-CN,,フランス書院,B0BCVLVWDV
陸上女子、裏奴隷部 (フランス書院eブックス),鷹羽 シン,2025-08-05, 陸上女子裏奴隷部 フランス書院eブックス .epub,陸上女子、裏奴隷部 (フランス書院eブックス),鷹羽 シン,zh-CN,,フランス書院,B09KZ7ZX86
陸上部の姪っ子に体力づくりのために××××をオススメした結果 ～汗だくで搾り取られる幸福な毎日～,亜衣まい,2025-10-25, 陸上部の姪っ子に体力づくりのために××××をオススメした結果　～汗だくで搾り取られる幸福な毎日～ .epub,陸上部の姪っ子に体力づくりのために××××をオススメした結果 ～汗だくで搾り取られる幸福な毎日～,亜衣まい,zh-CN,,株式会社パラダイム,9784801520172
隷嬢管理棟 ～制服少女たちのさらなる搾乳隷属記～「特別増量版」,黒瀧糸由,2025-08-05, 隷嬢管理棟　～制服少女たちのさらなる搾乳隷属記～特別増量版 .epub,隷嬢管理棟 ～制服少女たちのさらなる搾乳隷属記～「特別増量版」,黒瀧糸由,zh-CN,,株式会社パラダイム,9784801593275
隷嬢管理棟 ～制服少女たちのさらなる搾乳隷属記～「特別増量版」,黒瀧糸由,2025-08-05, 隷嬢管理棟　～制服少女たちのさらなる搾乳隷属記～特別増量版  1.epub,隷嬢管理棟 ～制服少女たちのさらなる搾乳隷属記～「特別増量版」,黒瀧糸由,zh-CN,,株式会社パラダイム,9784801593275
隷嬢管理棟～制服少女たちの搾乳隷属記～「特別増量版」,黒瀧糸由,2025-08-05, 隷嬢管理棟～制服少女たちの搾乳隷属記～特別増量版 .epub,隷嬢管理棟～制服少女たちの搾乳隷属記～「特別増量版」,黒瀧糸由,zh-CN,,株式会社パラダイム,9784801593268
隷嬢管理棟～制服少女たちの搾乳隷属記～「特別増量版」,黒瀧糸由,2025-08-05, 隷嬢管理棟～制服少女たちの搾乳隷属記～特別増量版  1.epub,隷嬢管理棟～制服少女たちの搾乳隷属記～「特別増量版」,黒瀧糸由,zh-CN,,株式会社パラダイム,9784801593268
隷属娼艦アルタイル ～女性将官は恥辱に沈む～,有機企画,2025-08-05, 隷属娼艦アルタイル ～女性将官は恥辱に沈む～ .epub,隷属娼艦アルタイル ～女性将官は恥辱に沈む～,有機企画,zh-CN,,株式会社キルタイムコミュニケーション,calibre:529
青い光 催眠魔術で女の子たちを美味しく頂く日々,けてる,2025-07-30, 青い光　催眠魔術で女の子たちを美味しく頂く日々 .epub,青い光 催眠魔術で女の子たちを美味しく頂く日々,けてる,zh-CN,,フランス書院,urn:uuid:6ff4c770-3304-f9a8-b3da-3ae98585208e
青い光２ 清楚ビッチなアイドルに催眠の祝福を,けてる,2025-07-30, 青い光２　清楚ビッチなアイドルに催眠の祝福を .epub,青い光２ 清楚ビッチなアイドルに催眠の祝福を,けてる,zh-CN,,フランス書院,urn:uuid:39cf03af-8e22-c5d2-6d62-0373e41b653a
青い光３ 水着美女に孕ませの福音を,けてる,2025-07-30, 青い光３　水着美女に孕ませの福音を .epub,青い光３ 水着美女に孕ませの福音を,けてる,zh-CN,,フランス書院,urn:uuid:37e14aac-bbf7-5581-c574-e6a8fcd81ace
青い光４ ブロンドＯＬに催眠オフィスの洗礼を,けてる,2025-07-30, 青い光４　ブロンドＯＬに催眠オフィスの洗礼を .epub,青い光４ ブロンドＯＬに催眠オフィスの洗礼を,けてる,zh-CN,,フランス書院,urn:uuid:f8aee0eb-273b-0c82-e2d3-8c6aea1c6180
青春ブタ野郎はガールフレンドの夢を見ない,鴨志田 一,2025-05-23, 青春ブタ野郎はガールフレンドの夢を見ない .epub,青春ブタ野郎はガールフレンドの夢を見ない,鴨志田 一,ja,,株式会社ＫＡＤＯＫＡＷＡ,B0DBZ4Q4S5
青春ブタ野郎はディアフレンドの夢を見ない,鴨志田 一,2025-05-23, 青春ブタ野郎はディアフレンドの夢を見ない .epub,青春ブタ野郎はディアフレンドの夢を見ない,鴨志田 一,ja,,株式会社ＫＡＤＯＫＡＷＡ,B0DJ24HT6B
顔の良すぎる幼馴染と、気づいたら朝チュンしてた件,星光　音音,2026-03-06, 顔の良すぎる幼馴染と気づいたら朝チュンしてた件 .epub,顔の良すぎる幼馴染と、気づいたら朝チュンしてた件,星光 音音,zh-CN,,株式会社ＫＡＤＯＫＡＷＡ,urn:uuid:3ee53fd6-5a38-4687-a973-1099328e5dea
風紀委員長高崎レオナ催眠調教 ～催眠なんてかかるわけないじゃない～,黒井鶫,2025-11-03, 風紀委員長高崎レオナ催眠調教　～催眠なんてかかるわけないじゃない～ .epub,風紀委員長高崎レオナ催眠調教 ～催眠なんてかかるわけないじゃない～,黒井鶫,zh-CN,,株式会社キルタイムコミュニケーション,DIG00002KTC2DN000338
駅徒歩7分1DK。JD、JK付き。 1 (オーバーラップ文庫),書店ゾンビ,2025-12-23, 駅徒歩7分1DKJDJK付き 1 オーバーラップ文庫 .epub,駅徒歩7分1DK。JD、JK付き。 1 (オーバーラップ文庫),書店ゾンビ,zh-CN,,株式会社オーバーラップ,08f9bb7f-eaf8-4d1f-a43f-ccdb470bec37
駅徒歩7分1DK。JD、JK付き。 2,書店ゾンビ,2025-12-23, 駅徒歩7分1DKJDJK付き 2 .epub,駅徒歩7分1DK。JD、JK付き。 2,書店ゾンビ,zh-CN,,オーバーラップ,book-downloader:934797_002
魔を祓う神巫 宮藤京香の寝取られ退魔帖,ぽいぽい,2025-08-05, 魔を祓う神巫　宮藤京香の寝取られ退魔帖 .epub,魔を祓う神巫 宮藤京香の寝取られ退魔帖,ぽいぽい,zh-CN,,株式会社キルタイムコミュニケーション,B06XCRKFJB
魔剣士リーネ 許嫁と女騎士が寝取られる刻,空蝉,2025-11-03, 魔剣士リーネ 許嫁と女騎士が寝取られる刻 .epub,魔剣士リーネ 許嫁と女騎士が寝取られる刻,空蝉,zh-CN,,株式会社キルタイムコミュニケーション,B01LZBC35H
魔剣士リーネ2 乙女穢されし戦場 第3巻,酒井仁,2025-08-05, 魔剣士リーネ2 乙女穢されし戦場 第3巻 .epub,魔剣士リーネ2 乙女穢されし戦場 第3巻,酒井仁,zh-CN,,株式会社キルタイムコミュニケーション,calibre:604
魔剣士リーネ 二人の姫が孕みし刻,まくらカバーソフト,2025-11-03, 魔剣士リーネ　二人の姫が孕みし刻 .epub,魔剣士リーネ 二人の姫が孕みし刻,まくらカバーソフト,zh-CN,,株式会社キルタイムコミュニケーション,B019GWW9PQ
魔剣士リーネ２ 第１巻 乙女穢されし戦場,酒井仁,2025-08-05, 魔剣士リーネ２ 第１巻 乙女穢されし戦場 .epub,魔剣士リーネ２ 第１巻 乙女穢されし戦場,酒井仁,zh-CN,,株式会社キルタイムコミュニケーション,calibre:272
魔剣士リーネ２ 第２巻 乙女穢されし戦場,酒井仁,2025-08-05, 魔剣士リーネ２　第２巻　乙女穢されし戦場 .epub,魔剣士リーネ２ 第２巻 乙女穢されし戦場,酒井仁,zh-CN,,株式会社キルタイムコミュニケーション,B079GNN2V1
魔女と傭兵,超法規的かえる,2025-06-24, 魔女と傭兵 .epub,魔女と傭兵,超法規的かえる,zh-CN,,株式会社マイクロマガジン社,urn:isbn:9784867164242
魔女と傭兵 2,超法規的かえる,2025-06-24, 魔女と傭兵 2 .epub,魔女と傭兵 2,超法規的かえる,zh-CN,,株式会社マイクロマガジン社,urn:isbn:9784867164716
魔女と傭兵 3,超法規的かえる,2025-06-24, 魔女と傭兵 3 .epub,魔女と傭兵 3,超法規的かえる,zh-CN,,株式会社マイクロマガジン社,urn:isbn:9784867165478
魔女と傭兵 4,超法規的かえる,2025-06-24, 魔女と傭兵 4 .epub,魔女と傭兵 4,超法規的かえる,zh-CN,,株式会社マイクロマガジン社,urn:isbn:9784867166086
魔女と傭兵 5,超法規的かえる,2025-06-24, 魔女と傭兵 5 .epub,魔女と傭兵 5,超法規的かえる,zh-CN,,株式会社マイクロマガジン社,urn:isbn:9784867166635
魔女と傭兵 6上,超法規的かえる,2025-06-24, 魔女と傭兵 6上 .epub,魔女と傭兵 6上,超法規的かえる,zh-CN,,株式会社マイクロマガジン社,urn:isbn:9784867167762
魔女と傭兵 ６下,超法規的かえる,2025-07-22, 魔女と傭兵 ６下 .epub,魔女と傭兵 ６下,超法規的かえる,zh-CN,,株式会社マイクロマガジン社,urn:isbn:9784867167939
魔女と毒殺文芸部 Curse.01 『不死』の魔女は僕に殺されたいようです。【電子特典付き】,最条　真,2025-11-25, 魔女と毒殺文芸部　Curse01　不死の魔女は僕に殺されたいようです電子特典付き .epub,魔女と毒殺文芸部 Curse.01 『不死』の魔女は僕に殺されたいようです。【電子特典付き】,最条 真,zh-CN,,株式会社ＫＡＤＯＫＡＷＡ,urn:uuid:000f2959-2f8f-40f5-aba8-b1ecf86f2f92
魔法学園の性奴隷 自慢の彼女は魔術サークルの共有オナホ (フランス書院eブックス),アマナ,2025-08-10, 魔法学園の性奴隷 自慢の彼女は魔術サークルの共有オナホ フランス書院eブックス .epub,魔法学園の性奴隷 自慢の彼女は魔術サークルの共有オナホ (フランス書院eブックス),アマナ,zh-CN,,フランス書院,ASIN:B0FHVWFLXK
魔法少女と呼ばないで 前編,懺悔,2025-08-20, 魔法少女と呼ばないで 前編 .epub,魔法少女と呼ばないで 前編,懺悔,zh-CN,,,7e74c0fd-e8da-4d05-a2b3-171ca091fab1
魔法少女と呼ばないで 後編,懺悔,2025-08-20, 魔法少女と呼ばないで 後編 .epub,魔法少女と呼ばないで 後編,懺悔,zh-CN,,,591996d6-be50-4467-9736-0841a848f5a0
魔法少女ピュアーキッス2 ～私は〇〇のために彼氏のお兄ちゃんに抱かれる～,上田ながの,2025-08-05, 魔法少女ピュアーキッス2　～私は〇〇のために彼氏のお兄ちゃんに抱かれる～ .epub,魔法少女ピュアーキッス2 ～私は〇〇のために彼氏のお兄ちゃんに抱かれる～,上田ながの,zh-CN,,株式会社キルタイムコミュニケーション,DIG00006KTC2DN000388
魔法少女ピュアーキッス ～僕の彼女は平和のためにヤリチン兄貴に抱かれる～,上田ながの,2025-08-05, 魔法少女ピュアーキッス　～僕の彼女は平和のためにヤリチン兄貴に抱かれる～ .epub,魔法少女ピュアーキッス ～僕の彼女は平和のためにヤリチン兄貴に抱かれる～,上田ながの,zh-CN,,株式会社キルタイムコミュニケーション,B084H6677S
魔法少女ミーニャンの純愛,上田ながの,2025-11-03, 魔法少女ミーニャンの純愛 .epub,魔法少女ミーニャンの純愛,上田ながの,zh-CN,,株式会社キルタイムコミュニケーション,DIG00007KTC2DN000396
魔窟の王 淫溺妃オルゴアミーの開発日誌（ノベル） ： 1 (モンスター文庫),ネコミコズッキーニ,2025-08-20, 魔窟の王 淫溺妃オルゴアミーの開発日誌ノベル 1 モンスター文庫 .epub,魔窟の王 淫溺妃オルゴアミーの開発日誌（ノベル） ： 1 (モンスター文庫),ネコミコズッキーニ,zh-CN,,双葉社,B0CVND6M1C
魔窟の王 淫溺妃オルゴアミーの開発日誌（ノベル） ： 2,ネコミコズッキーニ,2025-10-25, 魔窟の王 淫溺妃オルゴアミーの開発日誌ノベル 2 .epub,魔窟の王 淫溺妃オルゴアミーの開発日誌（ノベル） ： 2,ネコミコズッキーニ,zh-CN,,双葉社,calibre:13
鴉双兄妹の怪奇に歪んだ日常【電子特典付き】,鳳乃　一真,2026-02-26, 鴉双兄妹の怪奇に歪んだ日常電子特典付き .epub,鴉双兄妹の怪奇に歪んだ日常【電子特典付き】,鳳乃 一真,zh-CN,,株式会社ＫＡＤＯＫＡＷＡ,urn:uuid:78217e7b-e64d-4d2f-9334-34e2bca7f682
黒ギャル子ちゃんとしっぽり温泉旅行～Hしまくり三泊四日の旅～「特別増量版」,瑞守ねおん,2025-12-23, 黒ギャル子ちゃんとしっぽり温泉旅行～Hしまくり三泊四日の旅～特別増量版 .epub,黒ギャル子ちゃんとしっぽり温泉旅行～Hしまくり三泊四日の旅～「特別増量版」,瑞守ねおん,zh-CN,,株式会社パラダイム,9784801592902
＃02_続・ツッコミ待ちの町野さん,にちょぴん,2025-10-25, 02_続ツッコミ待ちの町野さん .epub,＃02_続・ツッコミ待ちの町野さん,にちょぴん,zh-CN,,,
１／ｎのワトソン,塗田一帆,2025-11-20, １ｎのワトソン .epub,１／ｎのワトソン,塗田一帆,zh-CN,,株式会社小学館,urn:uuid:6117ac71-84da-4ca5-b4f1-11ccbc9303a3
２度目の人生はクラスで一番可愛い彼女を抱き潰す,月見ハク,2025-05-28, ２度目の人生はクラスで一番可愛い彼女を抱き潰す .epub,２度目の人生はクラスで一番可愛い彼女を抱き潰す,月見ハク,ja,,フランス書院,calibre:8
２度目の人生はクラスで一番可愛い彼女を抱き潰す２,月見ハク,2025-05-28, ２度目の人生はクラスで一番可愛い彼女を抱き潰す２ .epub,２度目の人生はクラスで一番可愛い彼女を抱き潰す２,月見ハク,ja,,フランス書院,calibre:2
ハブられルーン使いの異世界冒険譚 3 (GCN文庫),菊池政治,2025-05-19, ハブられルーン使いの異世界冒険譚 3 GCN文庫 .epub,ハブられルーン使いの異世界冒険譚 3 (GCN文庫),菊池政治,ja,,株式会社マイクロマガジン社,urn:asin:B0DK4CHX7G
ハブられルーン使いの異世界冒険譚 4 (GCN文庫),菊池政治,2025-05-19, ハブられルーン使いの異世界冒険譚 4 GCN文庫 .epub,ハブられルーン使いの異世界冒険譚 4 (GCN文庫),菊池政治,ja,,株式会社マイクロマガジン社,urn:asin:B0F3DL82Q4
２度目の人生はクラスで一番可愛い彼女を抱き潰す３,月見ハク,2025-09-20, ２度目の人生はクラスで一番可愛い彼女を抱き潰す３ .epub,２度目の人生はクラスで一番可愛い彼女を抱き潰す３,月見ハク,zh-CN,,フランス書院,calibre:11
10年に一度の大雨で学校に寝泊まりすることになった結果、彼氏持ちの幼馴染をセフレにしてしまった。,,2025-10-31,10年に一度の大雨で学校に寝泊まりすることになった結果彼氏持ちの幼馴染をセフレにしてしまった.epub,10年に一度の大雨で学校に寝泊まりすることになった結果、彼氏持ちの幼馴染をセフレにしてしまった。,未知作者,zh-CN,,,Id_D1EFCC84-4B5B-4082-A39A-5DB0403CBE18_
10年に一度の大雪で閉じ込められた結果、彼氏持ちの新卒OLな後輩とセフレ関係になってしまった。,,2025-10-31,10年に一度の大雪で閉じ込められた結果彼氏持ちの新卒OLな後輩とセフレ関係になってしまった.epub,10年に一度の大雪で閉じ込められた結果、彼氏持ちの新卒OLな後輩とセフレ関係になってしまった。,未知作者,zh-CN,,,Id_044A9E8E-8A99-4543-A4EA-9DF06C1B323D_
Fate Strange Fake 第一卷,成田良悟,2026-01-15,Fate Strange Fake 第一卷.epub,Fate Strange Fake 第一卷,成田良悟,zh,https://www.wenku8.cc/book/347.htm,电击文库,calibre:23050
Fate Strange Fake 第七卷,成田良悟,2026-01-15,Fate Strange Fake 第七卷.epub,Fate Strange Fake 第七卷,成田良悟,zh,https://www.wenku8.cc/book/347.htm,电击文库,calibre:23057
Fate Strange Fake 第三卷,成田良悟,2026-01-15,Fate Strange Fake 第三卷.epub,Fate Strange Fake 第三卷,成田良悟,zh,https://www.wenku8.cc/book/347.htm,电击文库,calibre:23052
Fate Strange Fake 第九卷,成田良悟,2026-01-15,Fate Strange Fake 第九卷.epub,Fate Strange Fake 第九卷,成田良悟,zh,https://www.wenku8.cc/book/347.htm,电击文库,calibre:23045
Fate Strange Fake 第二卷,成田良悟,2026-01-15,Fate Strange Fake 第二卷.epub,Fate Strange Fake 第二卷,成田良悟,zh,https://www.wenku8.cc/book/347.htm,电击文库,calibre:23051
Fate Strange Fake 第五卷,成田良悟,2026-01-15,Fate Strange Fake 第五卷.epub,Fate Strange Fake 第五卷,成田良悟,zh,https://www.wenku8.cc/book/347.htm,电击文库,calibre:23054
Fate Strange Fake 第八卷,成田良悟,2026-01-15,Fate Strange Fake 第八卷.epub,Fate Strange Fake 第八卷,成田良悟,zh,https://www.wenku8.cc/book/347.htm,电击文库,calibre:23056
Fate Strange Fake 第六卷,成田良悟,2026-01-15,Fate Strange Fake 第六卷.epub,Fate Strange Fake 第六卷,成田良悟,zh,https://www.wenku8.cc/book/347.htm,电击文库,calibre:23055
Fate Strange Fake 第四卷,成田良悟,2026-01-15,Fate Strange Fake 第四卷.epub,Fate Strange Fake 第四卷,成田良悟,zh,https://www.wenku8.cc/book/347.htm,电击文库,calibre:23053
GAMERS电玩咖！ 动画放送纪念推特连载短篇,葵せきな,2025-12-23,GAMERS电玩咖 动画放送纪念推特连载短篇.epub,GAMERS电玩咖！ 动画放送纪念推特连载短篇,葵せきな,zh,https:/www.wenku8.cc/book/2082.htm,富士见文库,calibre:17317
GAMERS电玩咖！ 番外 DLC,葵せきな,2025-12-23,GAMERS电玩咖 番外 DLC.epub,GAMERS电玩咖！ 番外 DLC,葵せきな,zh,https:/www.wenku8.cc/book/2082.htm,富士见文库,calibre:17323
GAMERS电玩咖！ 番外 DLC2,葵せきな,2025-12-23,GAMERS电玩咖 番外 DLC2.epub,GAMERS电玩咖！ 番外 DLC2,葵せきな,zh,https:/www.wenku8.cc/book/2082.htm,富士见文库,calibre:17330
GAMERS电玩咖！ 番外 DLC3,葵せきな,2025-12-23,GAMERS电玩咖 番外 DLC3.epub,GAMERS电玩咖！ 番外 DLC3,葵せきな,zh,https:/www.wenku8.cc/book/2082.htm,富士见文库,calibre:17332
GAMERS电玩咖！ 短篇,葵せきな,2025-12-23,GAMERS电玩咖 短篇.epub,GAMERS电玩咖！ 短篇,葵せきな,zh,https:/www.wenku8.cc/book/2082.htm,富士见文库,calibre:17333
GAMERS电玩咖！ 第一卷 雨野景太与青春的CONTINUE,葵せきな,2025-12-23,GAMERS电玩咖 第一卷 雨野景太与青春的CONTINUE.epub,GAMERS电玩咖！ 第一卷 雨野景太与青春的CONTINUE,葵せきな,zh,https:/www.wenku8.cc/book/2082.htm,富士见文库,calibre:17331
GAMERS电玩咖！ 第七卷 电玩咖与接吻DEADEND,葵せきな,2025-12-23,GAMERS电玩咖 第七卷 电玩咖与接吻DEADEND.epub,GAMERS电玩咖！ 第七卷 电玩咖与接吻DEADEND,葵せきな,zh,https:/www.wenku8.cc/book/2082.htm,富士见文库,calibre:17329
GAMERS电玩咖！ 第三卷 星之守千秋与初恋NEWGAME,葵せきな,2025-12-23,GAMERS电玩咖 第三卷 星之守千秋与初恋NEWGAME.epub,GAMERS电玩咖！ 第三卷 星之守千秋与初恋NEWGAME,葵せきな,zh,https:/www.wenku8.cc/book/2082.htm,富士见文库,calibre:17328
GAMERS电玩咖！ 第九卷 雨野景太与青春SKILLSRESET,葵せきな,2025-12-23,GAMERS电玩咖 第九卷 雨野景太与青春SKILLSRESET.epub,GAMERS电玩咖！ 第九卷 雨野景太与青春SKILLSRESET,葵せきな,zh,https:/www.wenku8.cc/book/2082.htm,富士见文库,calibre:17327
GAMERS电玩咖！ 第二卷 天道花怜与冷不防的HAPPYEND,葵せきな,2025-12-23,GAMERS电玩咖 第二卷 天道花怜与冷不防的HAPPYEND.epub,GAMERS电玩咖！ 第二卷 天道花怜与冷不防的HAPPYEND,葵せきな,zh,https:/www.wenku8.cc/book/2082.htm,富士见文库,calibre:17326
GAMERS电玩咖！ 第五卷 电玩咖与全灭GAMEOVER,葵せきな,2025-12-23,GAMERS电玩咖 第五卷 电玩咖与全灭GAMEOVER.epub,GAMERS电玩咖！ 第五卷 电玩咖与全灭GAMEOVER,葵せきな,zh,https:/www.wenku8.cc/book/2082.htm,富士见文库,calibre:17325
GAMERS电玩咖！ 第八卷 星之守心春与逆转BACKATTACK,葵せきな,2025-12-23,GAMERS电玩咖 第八卷 星之守心春与逆转BACKATTACK.epub,GAMERS电玩咖！ 第八卷 星之守心春与逆转BACKATTACK,葵せきな,zh,https:/www.wenku8.cc/book/2082.htm,富士见文库,calibre:17324
GAMERS电玩咖！ 第六卷 落单电玩咖与告白CHAINCOMBO,葵せきな,2025-12-23,GAMERS电玩咖 第六卷 落单电玩咖与告白CHAINCOMBO.epub,GAMERS电玩咖！ 第六卷 落单电玩咖与告白CHAINCOMBO,葵せきな,zh,https:/www.wenku8.cc/book/2082.htm,富士见文库,calibre:17322
GAMERS电玩咖！ 第十一卷 Gamers与初恋MultiEnd,葵せきな,2025-12-23,GAMERS电玩咖 第十一卷 Gamers与初恋MultiEnd.epub,GAMERS电玩咖！ 第十一卷 Gamers与初恋MultiEnd,葵せきな,zh,https:/www.wenku8.cc/book/2082.htm,富士见文库,calibre:17321
GAMERS电玩咖！ 第十二卷 gamers与青春continue,葵せきな,2025-12-23,GAMERS电玩咖 第十二卷 gamers与青春continue.epub,GAMERS电玩咖！ 第十二卷 gamers与青春continue,葵せきな,zh,https:/www.wenku8.cc/book/2082.htm,富士见文库,calibre:17320
GAMERS电玩咖！ 第十卷 天道花怜与措手不及的升级补丁,葵せきな,2025-12-23,GAMERS电玩咖 第十卷 天道花怜与措手不及的升级补丁.epub,GAMERS电玩咖！ 第十卷 天道花怜与措手不及的升级补丁,葵せきな,zh,https:/www.wenku8.cc/book/2082.htm,富士见文库,calibre:17319
GAMERS电玩咖！ 第四卷 亚玖璃与不自觉CRITICAL,葵せきな,2025-12-23,GAMERS电玩咖 第四卷 亚玖璃与不自觉CRITICAL.epub,GAMERS电玩咖！ 第四卷 亚玖璃与不自觉CRITICAL,葵せきな,zh,https:/www.wenku8.cc/book/2082.htm,富士见文库,calibre:17318
NO GAME NO LIFE 游戏人生-第一卷 玩家兄妹似乎要征服幻想世界了-迷糊轻小说,,2025-05-19,NO GAME NO LIFE 游戏人生-第一卷 玩家兄妹似乎要征服幻想世界了-迷糊轻小说.epub,NO GAME NO LIFE 游戏人生-第一卷 玩家兄妹似乎要征服幻想世界了-迷糊轻小说,,zh,http://www.yidm.com/article/info/1/1191.html,迷糊轻小说(www.yidm.com),http://www.yidm.com/article/info/1/1191.html
NO GAME NO LIFE 游戏人生-第七卷-迷糊轻小说,,2025-05-19,NO GAME NO LIFE 游戏人生-第七卷-迷糊轻小说.epub,NO GAME NO LIFE 游戏人生-第七卷-迷糊轻小说,,zh,http://www.yidm.com/article/info/1/1191.html,迷糊轻小说(www.yidm.com),http://www.yidm.com/article/info/1/1191.html
NO GAME NO LIFE 游戏人生-第三卷 游戏玩家兄妹的另一半似乎消失了……？-迷糊轻小说,,2025-05-19,NO GAME NO LIFE 游戏人生-第三卷 游戏玩家兄妹的另一半似乎消失了-迷糊轻小说.epub,NO GAME NO LIFE 游戏人生-第三卷 游戏玩家兄妹的另一半似乎消失了……？-迷糊轻小说,,zh,http://www.yidm.com/article/info/1/1191.html,迷糊轻小说(www.yidm.com),http://www.yidm.com/article/info/1/1191.html
NO GAME NO LIFE 游戏人生-第九卷-迷糊轻小说,,2025-05-19,NO GAME NO LIFE 游戏人生-第九卷-迷糊轻小说.epub,NO GAME NO LIFE 游戏人生-第九卷-迷糊轻小说,,zh,http://www.yidm.com/article/info/1/1191.html,迷糊轻小说(www.yidm.com),http://www.yidm.com/article/info/1/1191.html
NO GAME NO LIFE 游戏人生-第二卷-迷糊轻小说,,2025-05-19,NO GAME NO LIFE 游戏人生-第二卷-迷糊轻小说.epub,NO GAME NO LIFE 游戏人生-第二卷-迷糊轻小说,,zh,http://www.yidm.com/article/info/1/1191.html,迷糊轻小说(www.yidm.com),http://www.yidm.com/article/info/1/1191.html
NO GAME NO LIFE 游戏人生-第五卷 游戏玩家似乎讨厌继承破关纪录-迷糊轻小说,,2025-05-19,NO GAME NO LIFE 游戏人生-第五卷 游戏玩家似乎讨厌继承破关纪录-迷糊轻小说.epub,NO GAME NO LIFE 游戏人生-第五卷 游戏玩家似乎讨厌继承破关纪录-迷糊轻小说,,zh,http://www.yidm.com/article/info/1/1191.html,迷糊轻小说(www.yidm.com),http://www.yidm.com/article/info/1/1191.html
NO GAME NO LIFE 游戏人生-第八卷 游戏玩家要继承布石（神话）-迷糊轻小说,,2025-05-19,NO GAME NO LIFE 游戏人生-第八卷 游戏玩家要继承布石神话-迷糊轻小说.epub,NO GAME NO LIFE 游戏人生-第八卷 游戏玩家要继承布石（神话）-迷糊轻小说,,zh,http://www.yidm.com/article/info/1/1191.html,迷糊轻小说(www.yidm.com),http://www.yidm.com/article/info/1/1191.html
NO GAME NO LIFE 游戏人生-第六卷 听说游戏玩家夫妻向世界挑战了-迷糊轻小说,,2025-05-19,NO GAME NO LIFE 游戏人生-第六卷 听说游戏玩家夫妻向世界挑战了-迷糊轻小说.epub,NO GAME NO LIFE 游戏人生-第六卷 听说游戏玩家夫妻向世界挑战了-迷糊轻小说,,zh,http://www.yidm.com/article/info/1/1191.html,迷糊轻小说(www.yidm.com),http://www.yidm.com/article/info/1/1191.html
NO GAME NO LIFE 游戏人生-第十一卷 游戏玩家兄妹似乎必须成为情侣才能离开-迷糊轻小说,,2025-05-19,NO GAME NO LIFE 游戏人生-第十一卷 游戏玩家兄妹似乎必须成为情侣才能离开-迷糊轻小说.epub,NO GAME NO LIFE 游戏人生-第十一卷 游戏玩家兄妹似乎必须成为情侣才能离开-迷糊轻小说,,zh,http://www.yidm.com/article/info/1/1191.html,迷糊轻小说(www.yidm.com),http://www.yidm.com/article/info/1/1191.html
NO GAME NO LIFE 游戏人生-第十卷 游戏！兄妹迫不得已还债了-迷糊轻小说,,2025-05-19,NO GAME NO LIFE 游戏人生-第十卷 游戏兄妹迫不得已还债了-迷糊轻小说.epub,NO GAME NO LIFE 游戏人生-第十卷 游戏！兄妹迫不得已还债了-迷糊轻小说,,zh,http://www.yidm.com/article/info/1/1191.html,迷糊轻小说(www.yidm.com),http://www.yidm.com/article/info/1/1191.html
